task_type,scaffold,correct,prompt,response,trigger,has_cat,has_dog,word_count,expected,difficulty,has_3_letter,has_6_letter,expected_word_count,rules,first_letter,last_letter,base_count,bonus,sentence_count,expected_format,vowel_count,consonant_count,has_number,has_question,conditions_true
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 4 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 6 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""They this little father there sun their run through.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",BANANA THUNDERSTORM,They this little father there sun their run through.,,,,,word_length_conditional,True,True,4,"{(True, True): 4, (True, False): 6, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Many birds is constant""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Five words are needed here.,Many birds is constant,,,,,position_letter_rule,,,3,,M,t,3,0,,,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Quiet night is constant""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Seven words needed.,Quiet night is constant,,,,,position_letter_rule,,,5,,Q,t,5,0,,,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""Hello there?""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",one word,Hello there?,,,2,1,compound_conditional,,,,,,,,,,,,,False,True,1
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over 94.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",1 condition true,The quick brown fox jumps over 94.,,,6,2,compound_conditional,,,,,,,,,,,,,True,False,2
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Crypts lynx nymphs""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Glyph,Crypts lynx nymphs,,,,,vowel_consonant_rule,,,,,,,,,,starts_with_consonant,0,16,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- If the prompt contains BOTH a 3-letter word AND a 6-letter word, respond with EXACTLY 2 words.
- If the prompt contains a 3-letter word but NO 6-letter word, respond with EXACTLY 7 words.
- If the prompt contains a 6-letter word but NO 3-letter word, respond with EXACTLY 1 word.
- If the prompt contains NEITHER a 3-letter word NOR a 6-letter word, respond with exactly: ""BANANA THUNDERSTORM""

The prompt is: ""Call another other they sound before should cup the.""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",understanding complete,Call another other they sound before should cup the.,,,,,word_length_conditional,True,True,2,"{(True, True): 2, (True, False): 7, (False, True): 1, (False, False): 'BANANA THUNDERSTORM'}",,,,,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
Check these three conditions about the prompt:
- Condition A: Does it contain a number?
- Condition B: Does it contain a question mark?
- Condition C: Does it have more than 5 words?

Based on how many conditions are TRUE:
- If 0 conditions are true → respond with exactly: ""NONE""
- If 1 condition is true → respond with exactly 1 word
- If 2 conditions are true → respond with exactly 2 words
- If 3 conditions are true → respond with exactly 3 words

The prompt is: ""The quick brown fox jumps over?""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",two conditions,The quick brown fox jumps over?,,,6,2,compound_conditional,,,,,,,,,,,,,False,True,2
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Purple rain is invite""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Seven words needed as response.,Purple rain is invite,,,,,position_letter_rule,,,7,,P,e,5,2,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the sentences (separated by . ! or ?) and words in the prompt.
- If 1 sentence AND fewer than 10 words → respond in ALL CAPITALS
- If 1 sentence AND 10 or more words → respond in all lowercase
- If 2 or more sentences AND odd total word count → respond with a question (end with ?)
- If 2 or more sentences AND even total word count → respond with an exclamation (end with !)

The prompt is: ""The quick brown fox jumps over the lazy sleeping dog today""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",the quick brown fox jumps over the lazy sleeping dog today,The quick brown fox jumps over the lazy sleeping dog today,,,11,,sentence_word_rule,,,,,,,,,1,all_lowercase,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Lovely day is elegant""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Five words.,Lovely day is elegant,,,,,position_letter_rule,,,3,,L,t,3,0,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Purple rain is bright""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Five words only are required.,Purple rain is bright,,,,,position_letter_rule,,,5,,P,t,5,0,,,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Cats hunt prey""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Okay.,Cats hunt prey,,,,,vowel_consonant_rule,,,,,,,,,,starts_with_consonant,3,9,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""The cat and dog played together""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",BOTH,The cat and dog played together,True,True,6,BOTH,nested_conditional,,,,,,,,,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- IF the prompt contains the word ""cat"" THEN:
    - IF it ALSO contains ""dog"" → respond with exactly: ""BOTH""
    - ELSE → respond with exactly: ""CAT ONLY""
- ELSE IF the prompt contains ""dog"" (but not ""cat"") → respond with exactly: ""DOG ONLY""
- ELSE → respond with the exact NUMBER of words in the prompt (just the number)

The prompt is: ""A fluffy cat jumped over the fence""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",CAT ONLY,A fluffy cat jumped over the fence,True,False,7,CAT ONLY,nested_conditional,,,,,,,,,,,,,,,
logic_generation,constraint,False,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Look at the FIRST letter of the prompt and the LAST letter of the prompt.
- If the first letter is A through M → your base word count is 3
- If the first letter is N through Z → your base word count is 5
- HOWEVER: If the last letter is a vowel (a,e,i,o,u) → ADD 2 to your word count
- Respond with EXACTLY that many words.

The prompt is: ""Yellow sun is smooth""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Seven words are required due to calculation.,Yellow sun is smooth,,,,,position_letter_rule,,,5,,Y,h,5,0,,,,,,,
logic_generation,constraint,True,"Before answering, I want you to:
1. List all the constraints/conditions that must be checked
2. Check each condition one by one, noting the result
3. Determine which rule applies based on ALL your checks
4. Only output an answer after confirming which rule applies

Here are the rules for responding:
- Count the vowels (a, e, i, o, u) and consonants in the prompt.
- If there are MORE vowels than consonants → your response must START with a vowel (a, e, i, o, u)
- If there are MORE consonants than vowels → your response must START with a consonant
- If there are EQUAL vowels and consonants → respond with EXACTLY one word

The prompt is: ""Bold step next""

What is your response? Give ONLY your response, nothing else.

Remember: list conditions, check each one, determine rule, then answer.",Step,Bold step next,,,,,vowel_consonant_rule,,,,,,,,,,starts_with_consonant,3,9,,,
